IL NAME,CATION NAME,ANION NAME,Cation_SMILES,Anion_SMILES,Temperature (0 C),Pressure (bar),CO2 capacity (mol CO2/mol IL)
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,10,2,0.443
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,10,2.5,0.515
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,10,3,0.546
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,10,3.5,0.589
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,10,4,0.598
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,0.212,0.098
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,0.392,0.134
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,0.585,0.175
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,0.768,0.211
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,0.989,0.232
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,1.5,0.276
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,2,0.318
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,2.5,0.357
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,3,0.371
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,3.5,0.389
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,20,4,0.407
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,0.218,0.053
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,0.395,0.078
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,0.585,0.105
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,0.784,0.119
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,0.982,0.153
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,1.5,0.186
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,2,0.211
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,2.5,0.23
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,3,0.247
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,3.5,0.25
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,30,4,0.252
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,0.188,0.036
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,0.392,0.057
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,0.588,0.071
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,0.765,0.085
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,0.988,0.097
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,1.5,0.121
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,2,0.161
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,2.5,0.18
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,3,0.199
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,3.5,0.209
[BVIM][L-Ala],1-butyl-3-vinyl-1H-imidazol-3-ium,L-alaninate,CCCC[N+]1=CN(C=C1)C=C,C[C@@H](C(=O)[O-])N,40,4,0.218
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,1.75,0.018329939
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,2.33,0.02145046
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,3.5,0.034126163
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,4.34,0.042752868
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,6.45,0.064962726
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,7.33,0.072961373
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,7.66,0.076426265
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,30,11.02,0.113585746
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,1.14,0.008064516
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,2.91,0.019367992
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,4.08,0.031991744
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,5.49,0.044932079
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,6.77,0.055966209
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,8.08,0.069518717
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,9.17,0.076426265
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,40,10.16,0.08577633
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,50,1.19,0.007049345
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,50,3,0.019367992
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,50,4.27,0.028806584
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,50,5.71,0.042752868
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,50,8.46,0.062699256
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,50,9.6,0.069518717
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,50,10.64,0.077586207
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,60,1.25,0.006036217
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,60,3.12,0.018329939
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,60,4.44,0.026694045
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,60,5.97,0.038421599
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,60,7.38,0.047120419
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,60,8.82,0.058201058
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,60,9.99,0.064962726
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,70,1.3,0.005025126
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,70,3.25,0.016260163
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,70,4.6,0.025641026
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,70,6.19,0.03626943
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,70,7.68,0.043841336
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,70,9.17,0.05374078
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,70,10.4,0.060445387
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,80,1.35,0.004016064
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,80,3.35,0.016260163
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,80,4.79,0.022494888
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,80,6.44,0.033057851
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,80,7.96,0.041666667
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,80,9.5,0.051524711
[HEMIM][BF4],1-(2-hydroxyethyl)-3-methylimidazolium,tetrafluoroborate,C[N+]1=CN(C=C1)CCO,F[B-](F)(F)F,80,11.94,0.064962726
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,1,0.029866117
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,2,0.059322034
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,5,0.146788991
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,8,0.236093943
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,10,0.295336788
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,14.99,0.45137881
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,20,0.610305958
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,30,0.949317739
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,40,1.314814815
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,50.01,1.7100271
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,59.78,2.095975232
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,1,0.023541453
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,2,0.048218029
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,5.11,0.122334456
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,7.99,0.19474313
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,10.22,0.25
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,15.01,0.371742112
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,20.39,0.510574018
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,30.3,0.779359431
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,40.18,1.06185567
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,50.29,1.364066194
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,40,60.18,1.659574468
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,1,0.022494888
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,2,0.044932079
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,5,0.109877913
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,8,0.176470588
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,10,0.221001221
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,15,0.329787234
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,20,0.44092219
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,30.01,0.675041876
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,40,0.923076923
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,50,1.192982456
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,50,60.02,1.5
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,1,0.019367992
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,2.01,0.03950104
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,5.06,0.097694841
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,7.99,0.153402537
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,10.2,0.196172249
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,15,0.287001287
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,20.25,0.394700139
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,30.29,0.607717042
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,40.21,0.834862385
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,50.2,1.092050209
[P222(2O1)][NTf₂],triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,COCC[P+](CC)(CC)CC,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,60,60.24,1.398081535
[OMIM][Tf2N],1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,1.123,0.043296818
[OMIM][Tf2N],1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,2.488,0.098418278
[OMIM][Tf2N],1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,4.147,0.160092807
[OMIM][Tf2N],1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,6.362,0.252975818
[OMIM][Tf2N],1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,9.4,0.379310345
[OMIM][Tf2N],1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,12.389,0.510574018
[OMIM][Tf2N],1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,30,15.893,0.669449082
